Latitude;Longitude
13.0873006553;99.9497139972
7.6156752231;-80.9625104629
10.4493916667;-85.7710333333
4.8130383333;100.9559783333
3.1725916667;101.49735
3.145582;101.6823749722
5.437345;100.291725
22.5367299318;88.3539836481
22.2743496;114.1623185
2.9263600292;101.6964449733
3.1187105767;101.6413464581
3.0963180307;101.6629465298
3.09627105;101.66202542
3.0963219356;101.6619844744
1.5546333333;103.63668
1.559405;103.6260616667
4.5561449563;101.1224743724
25.7612;-80.1974444444
1.559708;103.6298599167
-16.9658;145.6736
9.478219144;77.5289042294
15.0506933333;101.961235
13.428055;99.955375
1.5593416667;103.63585
25.6142466667;-80.3686216667
17.3239282891;99.5508261021
-7.2948770278;108.230278
23.6322953219;-106.4173966762
17.4165024278;78.5316053021
18.464075;-66.1177611111
2.9497466667;101.696555
2.9269015051;101.7023577144
2.92195749;101.68269597
2.9215027778;101.6829361111
18.7866344444;98.9865798889
2.9275466667;101.7003183333
2.9521139722;101.698841
-7.7058582842;108.6576689089
2.9651055811;101.6775613838
2.9274238119;101.7003666982
2.944875;101.6951944444
2.9486319881;101.6952834214
2.8640551671;102.2595720738
2.9445167132;101.6938563292
2.94419979;101.69403671
2.9269247;101.70232699
2.92689143;101.70232047
2.9268811176;101.7023476419
2.92699066;101.70248196
2.92690874;101.70240168
2.9269100865;101.7023687997
2.9268264771;101.7021936178
13.67003919;-89.24727067
2.92752694;101.70047676
2.9274791759;101.7004695443
7.4474779827;-80.0684029609
2.94407294;101.69399398
2.9612344469;101.6777378519
2.9181896092;101.6840264988
2.916175;101.6867833333
-13.30888;48.312125
3.1030269282;101.6245071217
2.9441654528;101.6940039377
2.9239637218;101.6962175724
5.3544766667;100.2987416667
11.1557172525;-60.8390367254
-6.6372351111;106.8156966944
-7.6438508333;111.8852615278
12.8409532;77.5879346
16.8759065983;97.6439610869
8.8706844426;76.6019736622
18.3403659276;-65.7630997606
18.3129160997;-65.7704162997
-8.581433318;115.2758673609
-6.98096325;110.8370132222
-16.9408;145.7147
11.6168204687;76.214065589
10.5276416;76.2144349
7.4697883333;99.6398916667
14.9475606944;99.9974743889
18.4639461536;-66.1177805811
-21.2107966667;-159.7778633333
6.9461277778;100.2382444444
6.9461888889;100.23825
10.8396533333;-84.9409633333
12.8010154;77.5736634
25.6680611111;-80.3251222222
4.3563371385;100.9579166585
22.3190752012;114.169360958
-8.3930214;115.0786335
18.312807614;-65.7704033331
-13.54245;-172.7292166667
1.0661055;116.9454416667
12.7779678;100.93934
8.7390632884;-83.3634488469
1.52122;125.1374216667
1.53219;125.1294
8.8147466667;-82.96
9.5772616667;-84.214455
9.7961138889;76.3031166667
-21.0703525283;164.86286925
12.9531993904;99.7606408574
12.785725;101.3298833333
12.7412333333;77.7829333333
12.7781466667;100.9405966667
10.8538116667;-84.6162866667
9.6525638889;-84.6647722222
26.8340050813;-80.1326697956
14.91741815;-92.24673048
-21.1351195;-175.1198583333
9.6374091;-82.6888438
-8.627304636;115.1717815921
-8.6287777413;115.1761867851
-8.6307112661;115.1769190282
5.835186;-55.258318
1.3170916667;103.816365
7.85509628;98.29438846
26.69493;-80.26445
-0.90257696;131.5502797017
2.94363094;101.72613767
2.9076887198;101.6846365653
2.9274866667;101.7005166667
11.9988239538;75.3788766637
2.960395986;101.6709638074
2.9535234;101.72651844
-8.362604972;115.3033409268
-17.5416133333;-149.5610633333
2.945085;101.6953183333
-16.2379166104;145.4278955609
15.8701934814;-90.1060791016
1.5699283333;125.162065
0.4932383333;116.3880383333
2.94427;101.6938683333
18.79985545;98.98600225
2.9269588273;101.702380199
2.92747;101.7003816667
-4.58722;55.9434366667
6.9091566667;158.1576083333
19.3955175861;-102.0579309762
-8.6241880249;115.1636591926
12.8410299444;77.5880799642
2.9253442;101.6803376
-22.21045416;166.4669159
1.3801859039;103.9513439989
8.9116640089;98.5245895383
-6.0355695;39.2048383333
-13.3904861111;48.3416194444
-8.6717637593;115.170603767
8.8705784375;76.6018771027
8.8706632416;76.6020916794
8.870196819;76.6020594929
9.6544752125;-85.1071403378
10.3041258641;-85.8260376938
9.4291586678;-84.1624679589
9.87898;-85.544135
10.6803733333;-84.204055
-18.64801;-173.99108
18.3787704678;-66.0131439195
18.3774828192;-66.0105999187
12.8420669;77.5885026
7.5261749096;-80.0064529851
18.3222664448;-65.7072955244
13.8271392073;100.6153240137
2.9471795401;101.6939056759
18.2127701426;-65.9623689153
18.3652716327;-66.5793165894
-8.6423075664;115.1822150499
8.9943305556;-79.5104027778
15.2270396775;-61.3452969897
19.260870682;-104.793647714
18.35648;-66.0244221667
5.4209720609;100.2644416028
11.4599713683;-85.5649829005
8.0087527833;-81.3185283333
20.46545;-105.292425
8.0051469722;-81.2754135
8.0158527778;-81.3222194444
9.3035625918;76.5873905271
4.0659138333;-76.20302
-17.4360216667;145.8849033333
2.9274366667;101.70017
3.1501606945;101.7013236602
10.45048;-84.0812611667
2.9132604087;101.6747386102
-17.0025;145.715
8.9894416667;-79.525925
-10.4829568184;-138.655980891
2.92661383;101.7021651
-7.2331611881;112.5362212211
2.9448068228;101.6955155879
13.3632533;103.856403
9.1604805;-83.748025
12.1303701389;75.5209045278
-6.8127618056;108.2273254167
12.70318;99.957695
-11.4061690711;43.3118367605
-6.22598222;106.78337631
-0.72688907;120.0089134
-7.3572969369;109.9826175406
9.9304208;-84.1478335997
7.8632306997;125.0519065
12.1303996944;75.520874
-17.8510283333;146.0644083333
8.5697888017;-83.4928579497
13.43155;144.8008883333
-4.3635956608;55.8345761546
8.9801027778;-83.5261305556
-16.5354;-151.7411633333
5.463025;100.2290583333
-7.5376936546;110.6713158265
9.6347920297;-82.6307869703
-3.298800809;114.5850512827
3.844535128;103.3026120812
11.0185861667;-74.85038
11.0186685833;-74.8508953333
9.5169814;-82.8611959
12.1158177049;-61.7481830909
1.427927966;103.8399386778
1.4088739907;103.9722593533
15.1964414775;145.7189117434
18.2126533333;-65.9623716667
5.984405;116.0785971667
11.201675;-60.705115
8.7218216217;-83.473504521
9.393007858;-84.146651942
9.4020481974;-84.1600983755
-0.2875761523;73.4191816095
13.76101112;100.54067501
15.49906103;-61.27859088
18.4084133333;-66.0985555
1.857046136;103.0793762333
8.9685319714;-79.5321063654
15.1016027778;104.3307166667
-14.2484640315;-178.1784852856
10.17607352;76.46725428
12.2227231612;76.6272873804
17.4485796081;106.0087646375
-4.3640914293;55.8344658615
18.02654003;-67.1623155
10.17620431;76.46722546
18.466555;-66.1195971667
-12.3547059295;43.7175321116
10.7549516144;-85.012376008
18.2111286269;-67.141300858
26.9201711146;-80.13230877
14.2622759;-87.0248792
18.1240884298;-73.8543790653
7.070114;125.610911
7.4743089359;125.8416192794
19.2830933;-69.2264373997
19.2831493778;-69.2264579278
4.9050773727;-52.2710341215
-7.8013672;110.3647568
4.922396;-52.278484
18.8044972697;98.9539248124
7.3527392997;125.7950225
7.3541631;125.7923392997
18.8027133816;98.9526656081
18.808177201;98.9499570909
4.9051041948;-52.2708845046
18.3510764091;-66.0736544641
7.3546716667;125.7945466667
18.3223533333;-64.759155
15.7269959722;-96.16046
7.3543444444;125.7941694444
7.4842099248;125.8365011215
4.9098997989;-52.2916191337
6.2157457997;-75.5669713
4.93885122;-52.29321154
4.9423284;-52.3110805
12.1438166667;75.5435
7.4393716667;125.8279283333
8.8707590941;76.602121306
7.3528283333;125.7907116667
26.1208695592;91.9099240098
7.3558277778;125.8567916667
7.4709570046;125.847441212
7.3558277778;125.8567916667
22.3756691659;114.1269528866
5.5336302793;100.3328792088
20.2682033333;105.9064166667
5.118174;97.2036015
-12.7895083333;45.2799333333
5.4235044997;100.2666202997
-12.768980897;45.2186907684
-12.7725458295;45.287790317
-12.7828933562;45.2802268124
18.7893677001;98.9899659902
13.177275;-59.5062638889
13.1771937443;-59.5061749259
7.4526182599;-80.8975411579
13.1770089747;-59.5061979754
5.7068847912;100.6688519593
-17.9981333333;177.5351416667
-17.5156382;146.0327791997
3.2353749722;101.6344239722
3.3337555556;102.6070888889
1.4741869309;104.1871657223
-8.5964972222;115.2821972222
1.4765203495;104.1859939322
19.4022919;98.9178858
1.572745;110.3349833333
16.0927944444;-88.8082277778
18.2883519892;-65.6449720989
1.7623333548;104.08118058
19.4513966667;-70.7452916667
18.5007019042;98.3838043211
-7.37394262;112.5938751232
18.40583;-66.0467383333
18.4058365166;-66.0457297208
-16.7887067143;179.5968586208
1.4282487256;103.8399879634
18.4101078721;-66.0911200277
18.4665718;-66.1194516997
3.8389419079;101.2986733764
-7.8392921026;112.5283276136
3.8168148774;103.3317174017
12.210405;108.6746533333
3.8397738683;101.2969517335
16.4766923581;102.8250597609
18.7990423086;98.9336742635
3.139525;101.7124416667
-14.2732592;-178.16329
18.7870333333;98.9875138889
9.401925;-84.1586138333
13.5277450072;144.8091283333
-6.8128719167;108.2273330556
-21.0775232523;55.2292608968
3.14599891;101.73351474
3.14395;101.6907533333
17.1097545363;-89.0752613856
18.1871305556;-73.7524416667
18.1871333333;-73.7524416667
18.224675;-73.9019861111
10.3021426544;76.4273843542
3.1228680556;101.7312545556
18.0811727308;-66.1541952764
3.0884860496;101.7177617218
3.2005004;101.72055425
4.0043055484;103.2731020823
2.9147633333;101.5258783333
3.3047134875;101.5959701536
8.6111855;-80.1225998
18.6319611111;99.1143138889
18.6281493872;99.1228006402
14.5933726223;101.4454318487
5.3099110741;103.0818938708
16.7528726374;-62.2174242684
11.2954928341;-73.8923365934
18.7856638889;98.9942305556
18.4639916667;-66.1177833333
6.8428694969;158.3210507789
26.6852722168;-80.1128234863
-13.3981027963;48.3325061855
-6.20943944;39.20218873
-7.4440351816;112.4959269003
-5.0918414;105.2887564
28.9634266896;79.7890461981
19.1290388333;100.6976383333
19.3239565997;99.1677665997
18.8092436269;98.9514360577
10.4808722222;76.9604805556
12.6688783333;100.8843
12.8411573059;77.5880020195
10.221386;-83.290531
10.1681571691;-83.234584586
10.2196383333;-83.2882216667
0.8642616072;117.36663852
0.8642616072;117.36663852
0.8642616072;117.36663852
0.8642616072;117.36663852
0.8642616072;117.36663852
0.8642616072;117.36663852
0.8642616072;117.36663852
-2.7788283333;115.2810216667
4.2137616667;101.9579466667
-4.1523445;119.6243533333
8.393925;-80.2695916667
14.1030588685;100.9840185238
-6.9023957997;108.7216817
13.5516741733;144.7425103013
1.4090164782;103.8697323203
1.3124234893;103.8118978851
10.0093161655;76.5727879107
15.6647882737;-87.045879364
1.4289985052;103.8369392976
14.1515550556;145.17336725
-8.6426161642;115.1793491095
-5.5046888889;104.4301972222
4.44488;-75.2429416667
3.8945216667;-76.3034133333
13.8878366667;100.5109866667
-17.5373;-149.8269194444
12.2227233;76.6272876
1.3562171496;103.7353640422
-8.58162445;115.27598095
3.1461891584;101.6843583547
13.3059103611;121.0601229694
1.3672379153;103.7528416514
13.7492016667;100.4113816667
3.1943068843;101.6272636815
35.6868133545;139.7124938965
12.8408139725;77.5882796195
18.4084083333;-77.0536028333
9.9807785;-84.2033491333
-5.3656695;105.3069372
3.2154268061;101.4560083553
-9.4346405;147.36290773
13.7659552;100.4937919997
-20.3878745833;57.7124595556
9.2067011271;-83.8057913092
12.8856352086;77.4646381514
9.8749573;76.302079
15.49913292;-61.27863602
15.49913837;-61.27866789
8.0086428604;98.8397087667
9.1111431119;-79.5808258056
9.31640989;-79.87707703
9.31663012;-79.87601831
8.0694921897;-80.9208006039
9.0659719177;-79.6490879492
8.003925;-81.3372033333
18.7865193374;98.9872846194
13.7491416667;100.4114216667
7.8814283333;-81.3205466667
9.1005219098;-79.5722898468
9.1672343694;-79.5293608253
8.1112979409;-80.9722882882
7.9384422222;-76.6703643611
7.9435839167;-81.2881851111
9.1180465242;-79.5331146723
-14.2432224;-178.1782229
10.0692459654;-85.7619083137
-7.8192283333;110.3674383333
20.5602215812;-105.2379445732
7.0866274833;125.7076416014
26.562256804;-80.2180716411
1.42160169;110.16270858
7.1410916667;-73.1165933333
-16.96467;145.67651
-8.5081809395;115.2643925057
8.9525883333;-79.5369866667
18.3208255768;-66.3067245483
19.4381265225;100.1935496181
13.3873758613;144.7566472637
15.1015611111;104.3306111111
-7.4587960208;111.60879381
-7.5130828396;110.631798975
9.6209210045;-84.4905173779
-7.3174176861;112.7295305106
18.2492694093;-65.8346005934
19.2157766;98.8588544
12.1303825278;75.5208968889
1.3402777778;103.7775
18.8674385;99.0096259
-13.3160234854;48.3985910717
18.8674382;99.0096225
1.5698504339;125.1577608256
1.4363033972;103.7750696278
14.3530533333;100.581795
-16.8988888889;145.7486111111
10.0804888889;118.8300944444
9.1851140574;99.4209986893
15.2173215634;145.7325902296
9.7491066667;-82.8592833333
10.0802972222;118.8309388889
7.3469883333;134.4860383333
1.176493;110.5714439722
7.22775;99.3953194444
9.6745633333;-84.374245
17.1756833333;-89.0942638333
-4.3954549007;39.5133815333
-1.8495577246;130.3829695763
-16.8313040004;145.7031625593
10.2868055556;-83.4721305556
1.3138397;103.8159136
1.3138397;103.8159136
-13.4499716667;48.3406033333
11.9704474878;-86.0886365175
-8.3930214;115.0786335
9.620366;76.884287
10.6188574778;-85.6860221922
4.9352658964;-52.4020769241
8.6396471844;-83.4358107671
13.7905133333;100.3200216667
10.1559694444;118.8915777778
-2.2668241859;40.901148431
8.6625055556;-83.2784583333
10.789086683;-61.5706291706
-20.351406041;57.7496933377
18.1206241417;-66.3019278798
9.9374821052;-84.9665508348
1.568500808;103.6322036341
1.5685433333;103.63222
1.5688994912;103.6314792479
-17.5099743962;-149.820442934
18.3541928;-67.2528972
18.9218725874;99.259866894
